R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000150991	16.6143	16.7035	16.7923	16.9695	17.4579	17.1756	16.7681	16.4502	16.597	16.6349	16.6721	16.7426	17.1031	16.9957	16.7047	16.467	28.0208	27.8383	27.9702	27.9372	27.7197	27.5593	27.7015	26.8151	27.9846	27.4982	27.9937	27.9596	27.5386	27.4502	27.3281	27.5681	0.52423881	0.615105986	0.59053253	0.382339769	0.349361168	0.352073522	0.350669251	0.435	-0.288	-0.829	-0.277	0.107	-0.125	0.365791115034	0.520906895208	0.0897372134039	0.529289123679	0.625913077897	0.621121361181
ENSG00000150995	11.8896	11.9269	11.9642	12.0393	12.1172	12.1294	11.7009	11.4425	11.6311	11.5679	11.5046	11.3789	11.7447	11.555	11.3266	11.1495	22.9146	23.2218	22.8561	22.9913	23.177	23.1244	22.4176	23.0511	22.4154	22.5294	22.2783	22.1804	22.665	22.3602	22.5177	22.253	0.513354652	0.481564817	0.488440558	0.513634095	0.474544395	0.456135849	0.505756673	-0.254	0.142	0.197	-0.262	-0.205	0.297	0.547341267143	0.614610812153	0.587405523934	0.54108224146	0.581946970422	0.513150142026
ENSG00000151224	5.33314	5.20555	5.07773	4.82023	5.17677	5.14053	5.05685	5.00059	5.50028	5.42024	5.34042	5.18199	5.66697	5.32038	5.07427	4.9026	24.0099	23.7812	24.1119	24.1849	23.9165	22.8068	23.7126	22.8694	24.1939	23.838	24.1642	23.9985	24.2481	23.6766	23.6022	23.9819	0.469258551	0.544810472	0.54202444	0.536028198	0.287906656	0.432136903	0.414395192	0.418	-0.289	-0.348	-0.842	0.621	-0.264	0.387067845829	0.52001409002	0.466010621626	0.0826969111969	0.209717897538	0.539654371907
ENSG00000151239	11.8228	11.8291	11.8367	11.8573	11.4177	11.6022	11.6561	11.6855	11.9686	11.9724	11.9761	11.9842	11.8176	11.7914	11.8053	11.8153	22.3136	22.3209	22.2318	21.868	21.896	21.7133	22.0399	20.4476	22.891	22.7924	23.0132	22.5385	22.5003	22.3986	22.7152	22.4242	0.523978271	0.497448382	0.458343981	0.459987201	0.472447425	0.54891257	0.2602438	-0.298	-0.281	0.185	0.205	0.394	-0.899	0.512432179226	0.526393438486	0.593900099629	0.581946970422	0.413975648978	0.052572815534
ENSG00000151247	8.54519	8.37758	8.21039	7.87608	6.87765	7.6862	8.18723	8.52881	8.4152	8.26039	8.10558	7.79594	7.60174	7.92125	8.25058	8.49928	22.1439	22.1569	21.4103	21.961	22.1722	22.0252	21.5431	20.4307	21.9334	21.6426	22.0645	21.4185	21.5297	21.1299	21.2361	22.2278	0.456105004	0.468460821	0.500994729	0.550510884	0.53091561	0.479463473	0.439366494	0.239	0.267	0.323	-0.278	-0.322	-0.321	0.558116099237	0.537383762518	0.4900500306	0.528591941118	0.491384778976	0.492175162608
ENSG00000151465	12.1106	12.0738	12.0367	11.9633	11.0979	11.6124	11.9642	12.2128	12.4448	12.2694	12.0937	11.7407	11.8576	11.9966	12.0914	12.1564	17.9715	17.8492	18.3572	17.5645	16.0219	17.8981	17.8322	16.1149	20.0558	19.3478	19.572	19.9566	18.6216	18.732	18.9184	19.5456	0.464613555	0.518254123	0.469824915	0.266684094	0.596183868	0.506916246	0.3600802121	0.378	-0.375	-0.625	0.732	-0.435	-0.483	0.432760874089	0.436451020408	0.206670054201	0.142996865204	0.365791115034	0.316854887218
ENSG00000151475	3.63397	3.74199	3.85069	4.06931	3.98224	3.9014	3.94324	3.98622	4.05467	4.09601	4.13729	4.21907	4.11611	3.99688	3.80535	3.65163	21.5084	21.4006	21.9535	21.4943	21.5813	21.289	21.184	21.3991	20.7409	20.8014	20.7631	21.3665	20.8324	21.1915	20.8368	19.8649	0.579493347	0.594277136	0.569122649	0.497371662	0.476131409	0.430791866	0.395406154	0.265	-0.294	-0.428	-0.283	-0.374	-0.292	0.538914951502	0.515495791583	0.374658509142	0.52476431662	0.438053419668	0.517464894883
ENSG00000151503	10.8049	10.7914	10.7785	10.7558	10.3674	9.84252	9.43816	9.17203	10.9077	10.7953	10.6828	10.4603	9.68264	10.1838	10.5574	10.8229	18.6133	19.1319	18.6498	18.8104	18.9767	18.2005	17.2153	17.5744	18.5136	19.4904	18.8913	18.6208	18.8654	16.8588	18.6274	18.3255	0.663412292	0.483060559	0.468234029	0.461830225	0.3138702189	0.466469488	0.489397569	-0.572	-0.321	-0.317	-0.53	0.511	0.338	0.243737246297	0.492175162608	0.495615978616	0.274457808858	0.292296595745	0.475551935164
ENSG00000151552	10.3081	10.2557	10.2032	10.0977	9.21619	9.21605	9.21605	9.21605	10.3804	10.2941	10.2073	10.0317	9.42938	9.83579	10.0975	10.3019	20.7131	19.0725	20.7478	19.9418	19.989	18.1461	18.4663	19.8047	20.7949	19.7246	20.5739	20.4043	19.7344	19.5315	19.4865	19.8387	0.2673425838	0.664534531	0.482219158	0.376208892	0.3319145332	0.430654012	0.651791651	0.832	-0.564	-0.439	-0.313	0.433	0.651	0.0883105924596	0.250377777778	0.361710810811	0.499596016863	0.368629350348	0.189469879518
ENSG00000151632	13.5849	13.3777	13.1698	12.7519	11.3143	12.9464	14.3158	15.3387	13.4656	13.2248	12.9841	12.502	14.0227	14.3882	14.7786	15.0763	26.3748	26.5276	26.4418	26.5331	26.121	26.0924	26.4632	25.807	26.6523	26.1599	26.5173	26.3196	25.703	25.6262	26.2197	26.6451	0.528894108	0.552080584	0.549509668	0.52846077	0.513983329	0.526615691	0.242210481	0.233	-0.205	-0.223	-0.191	0.228	-0.986	0.562873583718	0.581946970422	0.569609441624	0.590537018302	0.566171363683	0.00672222222222
ENSG00000151729	11.1421	11.166	11.19	11.241	11.1456	10.7386	10.5852	10.4906	11.6268	11.3783	11.1295	10.6288	10.5546	10.6233	10.5453	10.4987	21.5084	21.4006	21.9535	21.4943	21.5813	21.289	21.184	21.3991	20.7409	20.8014	20.7631	21.3665	20.8324	21.1915	20.8368	19.8649	0.420915733	0.476528891	0.482459504	0.4785913	0.482069765	0.469113543	0.442397269	0.385	0.176	-0.135	0.142	-0.183	-0.267	0.424548141708	0.598821137491	0.617668301856	0.614610812153	0.59491886044	0.537383762518
ENSG00000151914	6.94634	6.84843	6.75052	6.55456	5.7888	6.49586	6.87108	7.19987	6.29945	6.38362	6.46705	6.63312	6.24349	6.30919	6.7381	7.03669	22.0019	21.7875	22.7347	20.9397	21.5366	19.7122	21.1054	21.9881	21.4346	21.6776	21.7447	20.9806	19.8065	19.7104	20.631	21.2841	0.694922585	0.722399435	0.26515313	0.251011671	0.2367952586	0.618009302	0.66987469	0.399	-0.935	-0.206	-0.218	0.916	0.433	0.407874318236	0.0327365591398	0.581131930431	0.573017077799	0.0439842519685	0.368629350348
ENSG00000151923	9.73849	9.70442	9.66959	9.59532	9.96335	9.83298	9.75468	9.70171	9.55387	9.547	9.54002	9.52552	9.68837	9.66865	9.6942	9.71746	18.0339	18.9904	18.8955	19.9114	17.7274	18.1996	19.6231	19.9409	20.9609	20.9574	20.9321	20.4118	20.4523	19.4211	19.5206	19.405	0.658334522	0.617553526	0.61602331	0.2736628319	0.281390469	0.542111029	0.553069811	-0.363	-0.371	-0.859	0.231	0.78	0.383	0.451088867925	0.441691605477	0.0758638297872	0.564068210263	0.11538482024	0.426763480129
ENSG00000151929	8.33483	8.52998	8.72427	9.11316	8.97482	8.85243	8.75146	8.67495	8.96933	8.78729	8.60399	8.23131	8.78778	8.70493	8.72988	8.77151	22.2992	22.3543	22.4478	22.418	22.4855	20.8491	21.8137	19.7081	22.4249	21.6023	22.6517	22.5097	22.0727	21.2772	21.3741	21.7009	0.578474335	0.66722108	0.639595642	0.461516253	0.2356866875	0.282756116	0.2291425371	0.424	-0.331	-0.558	-0.668	0.315	-0.308	0.38015071116	0.482077930374	0.254562855665	0.179087761675	0.497629939768	0.504085438547
ENSG00000152465	7.20177	7.15015	7.09984	7.00462	6.17014	6.74238	7.07617	7.3048	7.44463	7.31849	7.1917	6.9351	6.77375	6.80426	7.06989	7.29453	22.12	22.0741	22.7887	22.4887	21.7798	21.2696	22.0134	20.5897	22.6843	22.3923	22.6563	22.4318	20.239	21.2908	20.7923	20.3284	0.606648746	0.657803574	0.519693483	0.2636772486	0.451110869	0.442028775	0.2016486373	0.372	-0.522	-0.689	0.596	-0.345	-0.757	0.440425974026	0.282118332586	0.166365789474	0.227055956679	0.468831589779	0.128567216981
ENSG00000152492	9.57395	9.6312	9.68785	9.80119	9.7851	9.73295	9.62123	9.52876	9.86605	9.78982	9.71368	9.56028	10.2302	9.88315	9.72634	9.62908	20.3366	19.6437	19.8855	19.0656	19.3238	18.2027	18.7787	19.7075	19.9015	19.3745	19.1555	19.0189	18.1375	16.9101	17.5017	17.4789	0.474215801	0.488969139	0.43641076	0.393409165	0.1281799345	0.343388968	0.444368142	0.291	-0.323	-0.297	-0.901	0.867	0.434	0.518292654028	0.4900500306	0.513150142026	0.0518059210526	0.071123853211	0.367187846918
ENSG00000152642	10.0654	10.0714	10.0773	10.0891	9.44795	9.44736	10.0613	10.2915	10.2794	10.1613	10.043	9.80576	9.5779	9.81846	10.0558	10.2334	20.0381	20.6872	19.697	20.6199	20.0278	20.3567	20.1784	18.6001	20.1416	18.8224	19.312	19.1175	17.832	17.9973	18.1048	18.6439	0.484254259	0.479259385	0.498703749	0.446675227	0.489627499	0.47539168	0.375459377	-0.291	0.281	-0.296	0.304	-0.291	-0.429	0.518292654028	0.526393438486	0.513917418833	0.507260675412	0.518292654028	0.373659315804
ENSG00000152684	12.1475	12.2906	12.4337	12.7198	13.1087	12.7735	12.4361	12.1827	12.3883	12.5059	12.6237	12.8612	13.1008	12.905	12.6171	12.3933	19.1414	16.4447	15.9105	17.4702	16.6825	16.9188	17.85	18.4985	18.6599	16.6022	18.3342	17.8429	17.2243	17.5264	16.7369	17.5926	0.1708055777	0.5336918375	0.5266450987	0.4000060958	0.4120092838	0.521373096	0.655170716	0.829	-0.396	-0.469	0.322	0.418	0.499	0.0897372134039	0.411357941313	0.330453811029	0.491384778976	0.387067845829	0.302273867314
ENSG00000152700	11.1014	11.069	11.0364	10.9678	11.905	11.524	11.1569	10.8838	11.0829	11.0297	10.9771	10.872	11.9103	11.5519	11.2257	10.9839	20.4099	20.1675	20.1122	19.9962	19.313	20.8361	19.903	19.9777	20.8496	20.6252	20.8059	20.6514	19.9464	20.4629	20.6935	20.2668	0.490758788	0.471574931	0.424720547	0.381151506	0.394085803	0.379673839	0.382749347	-0.325	-0.352	-0.33	0.182	-0.185	0.17	0.488331686226	0.461491525424	0.483293828336	0.595657201905	0.593900099629	0.601728791324
ENSG00000152767	10.3088	10.3014	10.2939	10.2797	9.76606	9.29639	9.52024	9.58953	10.5351	10.3527	10.1703	9.80657	9.15244	9.32616	9.47137	9.57618	20.3524	20.4682	21.0213	20.2917	20.6365	20.0687	20.1377	19.8746	21.0992	20.7289	20.7297	21.1946	21.4762	19.8301	19.8394	19.7794	0.431814857	0.460986318	0.460377878	0.477507678	0.404498666	0.42818157	0.425664201	0.291	-0.193	0.215	-0.382	0.242	-0.195	0.518292654028	0.589373647712	0.575196382684	0.427981643543	0.556067483997	0.588289285382
ENSG00000152795	11.6368	11.702	11.7677	11.9007	11.2662	11.1051	11.3496	11.5766	11.8379	11.8163	11.7943	11.7505	10.7724	11.3105	11.6187	11.8249	24.9262	24.8665	24.8912	24.8283	24.7949	24.8931	24.6466	24.089	25.2226	25.109	25.0223	24.8328	24.6904	24.4295	24.5364	23.7556	0.498502479	0.490731636	0.48691996	0.488794933	0.511146824	0.526966441	0.273117751	-0.162	-0.122	0.131	0.231	0.233	-0.98	0.605696982722	0.622042583963	0.618984222511	0.564068210263	0.562873583718	0.00996363636364
ENSG00000152952	12.4061	12.4139	12.4217	12.4374	11.5877	11.8209	12.0401	12.2039	12.4752	12.4399	12.4047	12.3352	11.6309	11.7341	11.9921	12.1907	22.5436	22.8	22.5045	22.3093	21.5009	20.4633	20.7824	22.2103	22.5787	22.5273	22.1534	22.268	21.5913	20.7643	21.2453	19.8537	0.592734112	0.510212504	0.43778431	0.2902214172	0.2842804374	0.335617132	0.341264632	-0.43	-0.454	-0.628	-0.233	0.337	0.231	0.372317961856	0.346176298701	0.20473543523	0.562873583718	0.477050861362	0.564068210263
ENSG00000153015	11.1345	11.0814	11.0289	10.9249	11.1232	11.1775	11.1321	11.0898	11.2512	11.2198	11.1882	11.1262	11.1939	11.1296	11.0726	11.0299	18.3188	19.8612	19.6669	19.7276	19.1586	18.6714	17.8536	18.029	19.779	19.4269	19.3112	18.4496	19.6467	19.3984	19.3123	19.831	0.703820942	0.555087927	0.492685645	0.518575229	0.430622545	0.395296627	0.462991479	-0.569	-0.374	0.303	-0.438	-0.279	0.35	0.246834412082	0.438053419668	0.507995273839	0.362366956001	0.527723934837	0.463569160198
ENSG00000153048	10.8659	10.8415	10.8165	10.7634	10.2528	10.4652	10.7893	11.0463	11.0236	10.9559	10.8884	10.7531	9.93549	10.2716	10.7705	11.1217	22.312	22.0887	22.2217	22.256	21.9821	22.5067	21.7984	20.0987	22.6814	22.4043	22.6916	22.5119	21.778	21.4831	22.1104	22.1024	0.490803777	0.510761533	0.492419284	0.47588823	0.528622394	0.524064318	0.2215583292	0.26	-0.21	-0.216	0.303	-0.328	-0.919	0.542161605585	0.57855247544	0.574450803412	0.507995273839	0.485464952172	0.0424303278689
ENSG00000153071	13.4987	13.6692	13.8412	14.1932	15.5141	14.0802	13.434	13.0339	13.4728	13.5937	13.7144	13.9552	13.2327	13.1519	13.09	13.0468	22.8965	23.7328	23.1303	23.1276	22.5879	21.9028	21.7615	20.8649	23.5606	22.9264	23.2373	23.2365	21.453	21.4574	21.2023	21.8464	0.66883449	0.629929843	0.609374032	0.1776240997	0.170720373	0.1976804286	0.247729883	-0.365	-0.315	-0.98	-0.138	0.279	0.373	0.448657426878	0.497629939768	0.00996363636364	0.616682236086	0.527723934837	0.439149869242
ENSG00000153113	12.5872	12.6186	12.6503	12.714	12.2944	12.598	12.9812	13.2787	12.6686	12.6497	12.631	12.5946	12.2411	12.5355	12.8866	13.1551	23.618	23.3248	23.1162	23.2775	22.9902	23.0245	23.093	22.8579	23.3615	22.7801	22.987	22.9579	22.0087	21.8478	21.644	22.3585	0.483173028	0.507511381	0.491476169	0.409369376	0.41770023	0.41152293	0.411789132	0.247	-0.28	-0.542	0.191	-0.135	0.166	0.552618101545	0.527143916541	0.265429408891	0.590537018302	0.617668301856	0.603404497309
ENSG00000153187	9.90934	9.85878	9.80821	9.70708	9.40991	9.60002	9.88037	10.1003	9.941	9.92539	9.90974	9.8799	9.53863	9.79621	9.97721	10.1066	27.7918	27.8982	28.0851	28.0478	27.7587	27.8334	27.7023	27.6085	27.915	27.8604	28.0004	27.8687	27.9174	27.9736	28.0835	27.7477	0.530710544	0.532890408	0.530593082	0.530347483	0.54246711	0.536621084	0.458134914	0.144	-0.108	-0.094	0.163	-0.171	-0.547	0.613807043774	0.62580771363	0.627583162864	0.605178857586	0.601230782715	0.261938308458
ENSG00000153201	8.10039	8.06835	8.03678	7.97589	8.20475	7.98644	7.84981	7.75349	7.89802	8.00915	8.11988	8.34046	7.73455	7.6195	7.70807	7.74271	23.214	22.8786	23.5806	22.9554	23.3095	21.9805	21.904	22.24	22.9545	23.314	23.0659	23.3815	22.6972	21.7691	22.2031	21.8642	0.583152704	0.584197212	0.536421401	0.404037239	0.2323516224	0.318309005	0.330423052	0.29	-0.341	-0.552	-0.648	0.503	0.213	0.519117577664	0.472798052711	0.258503546099	0.191846439169	0.299041940789	0.576703169463
ENSG00000153207	8.50966	8.74089	8.97244	9.43645	9.53996	9.0474	8.846	8.64096	8.94213	9.01561	9.08876	9.23749	8.81399	8.90472	8.7605	8.62835	17.9282	19.635	19.5051	20.3312	20.8187	19.9689	19.5589	19.0667	19.6239	20.1058	19.3358	21.0145	18.5593	17.378	18.6812	19.6831	0.730636586	0.709942427	0.737334776	0.323738553	0.266477191	0.411938012	0.531388666	-0.353	0.382	-0.876	-0.326	0.522	0.489	0.460526721664	0.427981643543	0.0665062034739	0.487380723266	0.282118332586	0.310918667699
ENSG00000153250	12.7899	12.9687	13.1485	13.515	13.7148	13.4027	13.2405	13.1411	13.01	13.1652	13.32	13.6302	12.4561	12.7867	13.0287	13.1975	21.1892	21.569	20.954	21.8466	21.2522	20.0113	20.0347	18.6072	21.0672	20.4418	21.0645	20.4075	20.309	19.8012	19.2594	19.8854	0.605600129	0.602618766	0.597978019	0.41179908	0.2211353986	0.215976947	0.2112678514	-0.308	-0.309	-0.606	-0.672	-0.148	-0.141	0.504085438547	0.503045097759	0.219877742947	0.176757154538	0.611981419484	0.615173701165
ENSG00000153310	11.4715	11.4685	11.4656	11.4608	11.3028	11.1295	11.0774	11.0564	11.5185	11.5607	11.6035	11.6938	10.8745	11.1262	11.181	11.2017	20.3872	22.0016	21.9342	21.9231	21.4777	20.5232	20.5771	18.9611	21.8348	21.697	21.3658	21.2515	21.1516	20.642	20.5005	20.2795	0.751341041	0.651502929	0.546944262	0.428551426	0.349208652	0.328357511	0.2370350415	-0.426	-0.456	-0.513	-0.4	-0.299	-0.497	0.377511228167	0.344161364382	0.29028288908	0.406590116973	0.511350675952	0.304268321986
ENSG00000153904	11.2679	11.4086	11.5502	11.8386	12.0132	10.8811	10.69	10.5397	11.0602	11.1844	11.3091	11.5629	10.2379	10.181	10.3523	10.4961	21.3888	21.5915	21.3729	21.9604	21.1333	21.8231	19.7602	20.1716	21.456	20.5836	20.976	21.1404	20.5136	20.5334	20.1947	20.9357	0.462302552	0.475748715	0.487447589	0.365539104	0.374471693	0.3076612914	0.554568578	0.285	0.318	-0.529	0.255	-0.393	0.674	0.523198742623	0.494726051925	0.275635773865	0.546146750285	0.414941257143	0.175147933884
ENSG00000153914	9.77287	9.79613	9.81998	9.87173	10.7397	10.7031	10.2198	10.0055	9.58946	9.66905	9.74919	9.91369	9.39633	9.58689	9.78151	9.92789	19.3504	19.7813	18.8926	18.4134	19.3175	18.1645	17.6335	18.9161	18.9726	18.9601	19.2181	18.4576	18.1164	17.1349	18.42	17.4195	0.665032726	0.54816238	0.415303181	0.420249653	0.2526920169	0.296469845	0.332482085	-0.481	-0.499	0.354	-0.657	0.321	0.282	0.318500372856	0.302273867314	0.459422514884	0.186608895706	0.492175162608	0.525640993159
ENSG00000154027	5.22511	5.24162	5.25898	5.29748	4.90902	4.93582	5.30995	5.61788	4.99805	5.09273	5.18694	5.37601	4.87755	4.92317	5.27797	5.56334	23.2891	22.4781	23.2427	22.8969	22.3152	22.8215	22.6356	20.8726	23.7937	23.2891	23.5221	23.563	23.1204	22.9984	23.188	23.3295	0.46704805	0.558086367	0.49913503	0.449758716	0.503201782	0.507544967	0.257212973	0.401	-0.329	-0.297	0.315	0.314	-0.816	0.405574274058	0.484617359798	0.513150142026	0.497629939768	0.498670124178	0.0972612903226
ENSG00000154174	7.25466	7.38608	7.51739	7.78031	7.0446	7.57536	7.53877	7.5923	7.35067	7.14756	6.9434	6.53335	6.965	7.11365	7.10942	7.09317	21.6343	22.5221	22.4046	22.6324	22.668	22.2572	22.2615	22.0389	22.3198	21.8334	21.4753	22.5013	22.7694	21.8907	21.5711	21.6154	0.558413479	0.542119023	0.744102442	0.728015866	0.421022929	0.413880901	0.417245024	-0.304	0.667	-0.344	-0.884	-0.263	0.208	0.507260675412	0.179822916667	0.469942379816	0.0614538043478	0.540346054486	0.579741947964
ENSG00000154305	7.6686	7.65235	7.63696	7.61126	8.49751	9.769	8.16019	7.97001	7.49239	7.65576	7.81865	8.14013	9.57354	8.88882	8.36274	7.98238	21.1073	21.3584	21.9488	21.2149	19.8403	21.2569	21.5159	20.2035	20.2357	20.0393	20.3675	19.7752	19.8342	19.4778	20.271	20.6567	0.722026018	0.757572093	0.342769085	0.265605264	0.256800137	0.256029859	0.271391305	0.366	-0.852	-0.361	-0.167	-0.114	0.178	0.447695810915	0.0779525773196	0.452934989725	0.602965118302	0.624154446924	0.597965584704
ENSG00000154380	11.3633	11.3603	11.3575	11.3517	11.2547	11.1131	11.0438	11.0019	11.4982	11.5359	11.5736	11.6495	10.8854	10.9526	11	11.0325	22.2424	22.9637	22.5708	22.8705	22.7222	22.473	21.4272	21.0042	22.9512	22.5551	22.4724	22.8835	22.635	20.8964	21.1284	21.0188	0.528981362	0.501900148	0.536359539	0.457996949	0.23629431	0.230381785	0.22801279	-0.286	0.275	-0.371	-0.848	-0.146	-0.14	0.522486155827	0.531295977365	0.441691605477	0.0799639278557	0.61288376553	0.615515588915
ENSG00000154473	12.6893	12.756	12.8228	12.9569	12.5133	12.5585	12.5548	12.5465	12.4199	12.4378	12.4539	12.4775	12.5375	12.6021	12.4081	12.2407	23.6597	23.8711	23.1615	23.6323	23.3177	23.0498	23.3023	22.9678	23.9553	23.773	23.5638	23.8707	23.1566	23.227	22.9806	22.5937	0.54967365	0.479844896	0.540280731	0.411365174	0.407453906	0.397615206	0.378403024	-0.349	0.345	-0.675	-0.182	-0.186	-0.222	0.464745792426	0.468831589779	0.174526141079	0.595657201905	0.59332046858	0.570343753161
ENSG00000154548	4.34645	4.29774	4.24887	4.15006	4.10266	4.30324	4.41679	4.49468	4.56558	4.55013	4.53404	4.49626	4.18072	4.29035	4.17558	4.06399	23.4073	21.6363	23.4658	21.4419	22.6806	21.0874	21.9167	20.3776	22.6208	22.2945	22.2409	22.848	21.1169	20.4135	20.7032	20.5151	0.5282662939	0.658699914	0.540062566	0.405944112	0.3118793603	0.334698795	0.2807044636	0.48	-0.492	-0.539	-0.431	0.289	-0.312	0.319245170877	0.308904929577	0.268225806452	0.371135166094	0.52001409002	0.500463753437
ENSG00000154611	4.02949	4.02749	4.0248	4.01385	4.10197	3.91633	4.06139	4.1966	4.0813	4.04466	4.00793	3.93154	3.73306	3.83678	4.06472	4.23226	24.8787	24.6411	24.6896	24.6852	24.4228	24.4841	24.4889	24.5769	25.0512	24.8187	25.0166	24.7979	24.737	24.6405	24.8583	24.6401	0.488927197	0.495099189	0.492307068	0.490920311	0.491664049	0.494421147	0.491565202	0.135	-0.086	-0.082	0.062	0.11	-0.111	0.617668301856	0.628577420619	0.628824768917	0.629169313825	0.625219620605	0.625010088172
ENSG00000154719	11.1696	11.2082	11.2469	11.3251	11.5649	11.2578	11.3341	11.3372	11.4505	11.4183	11.3865	11.3253	11.2078	11.3316	11.3939	11.4353	19.1542	18.8116	19.7951	19.6142	19.0221	19.8291	19.442	19.625	19.347	19.6237	19.7004	19.7119	19.4375	18.7516	17.9264	17.194	0.533309626	0.615909958	0.538382724	0.424565444	0.414036063	0.279963922	0.261552227	0.389	-0.391	-0.501	-0.303	-0.665	-0.224	0.419644513827	0.417331828442	0.300257866776	0.507995273839	0.181286507937	0.568873458991
ENSG00000154917	5.49491	5.46347	5.43288	5.37172	4.22751	4.80178	5.41719	5.87857	5.47621	5.3189	5.1599	4.83281	4.8229	4.98796	5.43545	5.7977	23.0253	23.2584	22.9625	22.7849	22.4934	22.8229	22.8792	23.0078	22.8258	22.4618	22.5167	22.4179	22.0472	21.7576	22.4517	22.0917	0.473371697	0.466020237	0.460827047	0.463116599	0.542227146	0.650694205	0.48819999	-0.163	-0.145	0.175	0.495	0.474	-0.591	0.605178857586	0.613325260092	0.599318748343	0.306007542676	0.325326846847	0.229707172496
ENSG00000154997	4.40429	4.4371	4.47082	4.54425	4.1051	4.24024	4.60722	4.84767	4.24375	4.19719	4.15015	4.05228	3.97786	4.11205	4.31519	4.4744	23.8927	24.2228	24.1908	24.3429	24.1207	23.7703	24.0482	23.2871	24.0689	24.1393	23.6964	24.0664	24.1552	23.8525	23.5151	23.2349	0.536559239	0.511082146	0.52330818	0.509581842	0.485071877	0.462539954	0.25516033	-0.242	0.172	-0.193	-0.253	-0.285	-0.876	0.556067483997	0.600692848357	0.589373647712	0.548215526969	0.523198742623	0.0665062034739
ENSG00000155008	10.0834	9.89126	9.69936	9.31576	9.82683	10.0666	10.1395	10.1778	9.86946	9.90768	9.9461	10.0245	10.8177	10.5648	10.377	10.244	19.7533	20.4397	18.8352	19.6487	20.0438	19.3676	19.1499	17.4464	19.6031	18.2695	18.4984	19.6321	19.0503	18.2351	18.6042	17.3404	0.501525321	0.509575802	0.74579573	0.69877752	0.3779843	0.3602374728	0.139040721	0.392	0.65	-0.4	-0.739	-0.368	-0.751	0.416162616398	0.190662182362	0.406590116973	0.139344456405	0.445140268849	0.131516091954
ENSG00000155130	13.8353	13.7647	13.6939	13.5508	12.8431	12.7169	12.9372	13.1417	13.7255	13.7511	13.7763	13.8283	12.4871	12.5823	12.8521	13.0642	24.9364	24.7076	24.7407	24.4242	24.9014	24.2959	24.4114	24.0303	24.958	24.3412	24.6669	24.075	24.2603	23.6511	23.2389	23.6074	0.417424373	0.430786825	0.427659683	0.441153257	0.44240099	0.457059314	0.470296014	0.217	-0.157	0.165	0.149	0.185	0.212	0.57372429581	0.608269341949	0.60418265986	0.611540499748	0.593900099629	0.577320418746
ENSG00000155380	9.74711	9.64553	9.54393	9.3402	8.56101	9.18588	9.67562	10.033	9.5439	9.5469	9.54855	9.54515	9.11588	9.21127	9.50954	9.75089	21.4112	21.5343	21.7142	21.6801	21.5099	21.1653	21.7438	21.4031	21.3116	21.0297	21.5975	21.5619	20.8393	19.6866	20.0721	20.8522	0.565608252	0.631112883	0.584682437	0.427465088	0.385311488	0.541366232	0.542353212	0.368	-0.361	-0.623	-0.352	0.629	0.29	0.445140268849	0.452934989725	0.208481903485	0.461491525424	0.204048864418	0.519117577664
