ENSG	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30
ENSG00000157168	7.5391316669	7.5045924309	7.4715967094	7.4112611304	7.6246619345	7.2649277221	6.8627678127	6.5484609541	7.5297217278	7.4779615341	7.4254022022	7.3161185252	7.6749707371	7.3753079196	6.9203163827	6.5653463452
ENSG00000159905	5.4022524933	5.5436877554	5.6859909815	5.9732040182	6.9262644427	5.8686166936	5.6122748091	5.4987752627	5.1473707513	5.2808226127	5.4126899257	5.6685595627	4.939120964	5.7247790845	5.7090232185	5.642193199
ENSG00000082196	5.8447826607	6.0865002411	6.3288416646	6.8166764124	6.7044853424	6.379113583	6.4947671406	6.5189067254	5.648834224	5.8071874851	5.9652245783	6.2795703727	5.6247188077	5.9090150798	6.0975542992	6.2235113729
ENSG00000106333	9.6414390388	9.5627652947	9.4834401129	9.3213955923	8.825682591	8.9526578074	9.2080232086	9.4088975628	10.0852600633	9.9575383162	9.8298734076	9.5746124319	9.5521223774	9.6099061643	9.6664673599	9.7088882565
ENSG00000157184	9.8163285549	9.8077396659	9.7992981635	9.7824700423	9.5943037204	9.5577552459	9.6205807229	9.6783265101	9.5912487144	9.519259246	9.4474040615	9.304601132	9.8106793543	9.718452447	9.6544080674	9.6099873513
ENSG00000185340	9.3102331852	9.183051873	9.0547752543	8.7924391603	8.3545257105	8.2252284891	8.4611978997	8.6816260047	9.1979853862	9.1509191055	9.1038528248	9.0097202634	8.3641372378	8.5633648	8.731349421	8.8567603288
ENSG00000233927	17.5790435979	17.543231628	17.5073878876	17.4349270632	17.1174219466	17.2532316572	17.3693304289	17.4559991106	17.1190650134	17.2185495843	17.3172047058	17.5098720148	17.3260803095	17.3196212736	17.4145168337	17.4919964034
ENSG00000251685	6.5823302798	6.538426605	6.4945577774	6.4072119421	5.9738862458	6.6083754773	6.5533529482	6.6021723249	6.9865176248	7.0564429552	7.127057312	7.2687994961	7.5916560789	6.8065842449	6.5839651752	6.4781032274
ENSG00000174227	10.6065014747	10.5740000176	10.5416980356	10.4766275529	10.0693338355	10.1563338321	10.4382823125	10.6027603455	10.7028077905	10.6162988633	10.5299856118	10.3586639598	10.6803979006	10.648274885	10.6592011349	10.6735764714
ENSG00000204533	6.5507104352	6.4993199409	6.4475749697	6.3454680453	5.9940396189	6.2240010384	6.328250563	6.4057434111	6.7186183996	6.6149229611	6.5112059884	6.3035232078	6.6059091896	6.4997807889	6.4932438774	6.5004901827
ENSG00000169100	15.7625533687	15.7555982631	15.7486155239	15.7343333582	15.7433146634	15.8774457598	15.9559789978	16.0082137141	15.7250262812	15.7199754374	15.7149245937	15.7048229061	15.7714727539	15.8300554547	15.8930811948	15.9406882291
ENSG00000196466	5.4869175907	5.6581792672	5.8294584644	6.1736949249	4.7818170289	5.1253761051	5.428037413	5.6422553432	5.4640771054	5.5004210342	5.534927012	5.5950151434	5.016122151	5.178617174	5.3051999111	5.3875520369
ENSG00000186086	6.4624938531	6.3431962734	6.2225896262	5.9741809862	5.7592936389	6.2584253551	6.1076055992	6.0871060869	6.7273711737	6.7003734914	6.6732920117	6.6181534498	6.9776180583	6.5666838656	6.2682678021	6.0617824091
ENSG00000197859	5.4912102562	5.5035038459	5.5151644074	5.5356735395	5.4595087214	5.5507605369	5.5587306105	5.5573411632	5.2855358399	5.3686069767	5.4518884685	5.6192303671	5.4190453899	5.4408962397	5.4731073829	5.4980715409
ENSG00000197782	5.5832063687	5.803803081	6.0260007936	6.4773124662	6.1260343176	5.9113870252	5.8800592777	5.8323922034	5.8322037254	5.9078292967	5.9813421923	6.1183401686	5.7147521104	5.9597794833	5.8499612192	5.7306877362
ENSG00000171634	7.3876642121	7.440923428	7.4941868049	7.6007592764	7.6530329539	7.5563889652	7.6542959371	7.6997217902	7.0592313564	7.222405412	7.3850046016	7.7103735845	7.3381571626	7.6678014264	7.5684447787	7.4477455433
ENSG00000101098	7.466507747	7.3713507695	7.2756683184	7.0828600299	8.2443169679	7.1123813597	6.7117984653	6.3394450484	7.9284579313	7.870804443	7.8133672369	7.7010492613	7.0879927319	7.2263440143	7.0031191134	6.85222824
ENSG00000118961	8.4971801397	8.5126155065	8.528679603	8.5644779933	8.8340851312	8.3515524414	8.2141649345	8.1535085844	8.3848654129	8.3867283982	8.3885885093	8.3922760904	8.3032153206	8.4897939348	8.4031172688	8.3118970055
ENSG00000119927	8.8944761855	8.8457467564	8.7969727941	8.6989042923	8.1391840367	8.3080379341	8.4335435044	8.522413298	8.6570929222	8.7062280045	8.7548475068	8.8506550903	8.5192633365	8.5459821001	8.4686170935	8.4020921509
ENSG00000197037	6.5519392791	6.7033558587	6.8556176081	7.1672716028	6.6161370191	6.2888904538	6.453179403	6.5525290215	6.5138118107	6.6331992075	6.7525969572	6.9916064902	5.050311145	5.6788495463	6.2848299891	6.7356206314
ENSG00000184860	7.1619040037	7.3414978597	7.5208004492	7.8785262816	8.4813979488	7.1715712359	7.1570363297	7.0018778887	7.0725982081	7.2554573603	7.4379618327	7.8033174772	7.0647588673	7.148786836	7.146662304	7.1326949561
ENSG00000163002	10.5414028104	10.5744019255	10.6079778044	10.6781510559	10.4011474519	10.495870363	10.5928906614	10.6658069859	10.6320344359	10.7042972556	10.7765237036	10.9214122585	10.4002718551	10.515771399	10.6390422987	10.7325982677
ENSG00000168061	12.9186012917	12.8684472457	12.8183786658	12.7186074228	12.5570087939	12.6898910004	12.7063486368	12.7094696374	12.9715521248	12.9626170511	12.9537087007	12.9361787413	12.7010780261	12.6109708271	12.7791391792	12.8683871557
ENSG00000065183	9.5733850043	9.532854335	9.4922707413	9.4120107066	8.9528214827	9.2911778114	9.4858412177	9.626486742	9.6916932285	9.6638616399	9.6359980607	9.5804838144	9.3841386607	9.6402738117	9.5412188217	9.5153566507
ENSG00000051382	5.8954347073	6.0337782307	6.1724986624	6.4529575497	5.6494211111	5.9230814082	6.0956838978	6.2161598595	5.7603167567	5.7449309079	5.7277873584	5.6852037722	5.5356607337	6.0077879615	6.224722747	6.3658724703
ENSG00000073008	6.7116314223	6.785263176	6.858862641	7.0071793025	7.4169796925	7.0596159598	6.8510056814	6.70832154	6.9836738159	6.9048736758	6.8256284078	6.6660714191	6.6742330127	6.8146788335	6.8001857382	6.7767089665
ENSG00000253320	7.0169323685	6.967113928	6.9162474846	6.813200716	6.9218513983	6.9765730253	7.2692574801	7.5100105401	7.273210438	7.2374992906	7.2019044652	7.1321805295	7.3227847734	7.3397196415	7.4016778152	7.4566210351
ENSG00000089723	5.3418975021	5.4239012656	5.5062902719	5.6764231901	5.3635703574	5.3740918769	5.4229600991	5.4595153602	5.4933581354	5.496037119	5.4985797119	5.4997509041	5.5780104999	5.601696504	5.5652686696	5.5657275711
ENSG00000224985	6.100348168	6.049278675	5.9987216629	5.8971725864	4.7799131005	5.4076953336	5.8316446687	6.1231860065	5.9917235487	5.9040288261	5.8148537108	5.6266105944	5.501063436	5.5466550448	5.8614587299	6.1042710367
ENSG00000004534	8.3605689891	8.3785663417	8.3967717655	8.4331178728	8.289015891	8.926528682	8.9001919873	8.9749715749	8.453981561	8.5312000089	8.608962275	8.7689817844	8.3005015755	8.6379552142	8.7425191386	8.8004122753
ENSG00000166886	11.3308076834	11.3812523354	11.4316969874	11.5325862915	12.0350381289	11.7555951731	11.4879467098	11.2890648418	11.3682755092	11.4267262652	11.4851703285	11.6019838419	11.6322747466	11.6630862268	11.7309379568	11.7831819964
ENSG00000187753	7.9256991205	7.8096014107	7.6928135496	7.4557240332	7.1292557458	7.8684871298	7.9557639091	8.1140148188	7.9118198257	7.7825147805	7.6532097354	7.3945996451	7.7948267576	7.7308178671	7.6872001508	7.6578750847
ENSG00000154654	6.5827433559	6.5578033799	6.5330464714	6.4854138323	6.4498066785	6.5352160721	6.5835984131	6.6169248132	6.5128456009	6.5897002865	6.6665608446	6.8203476958	6.7829988357	6.5631459588	6.8196855218	6.9464546118
ENSG00000068745	6.969778236	7.1760268899	7.3818018772	7.7937959144	7.0222891157	6.9369424545	7.1882449132	7.4205154871	7.6127601366	7.5074854769	7.4009466481	7.1829145542	6.2232571175	7.0325478302	7.3220944036	7.4871078625
ENSG00000161860	6.4547258216	6.4640840702	6.4721090421	6.4816118545	6.3310453436	6.3310066931	6.3950449067	6.4432261857	6.3449225555	6.3389122288	6.3320087992	6.313084646	6.561605006	6.6759619317	6.7529914868	6.815891523
ENSG00000178498	6.1177354688	6.2413023488	6.3648172347	6.6150407998	6.8787699079	6.5651148545	6.3276756117	6.1231278735	6.4094453039	6.3270468477	6.2441748793	6.0759209613	6.2547293334	6.4015521331	6.2499188766	6.178652157
ENSG00000123130	11.831724882	11.7648059491	11.6978870163	11.5640491506	11.3141408502	11.376200451	11.4389364942	11.4861145635	11.902510345	11.8046000243	11.7068364223	11.5129002945	11.9012499407	11.5933460863	11.4230824964	11.297532812
ENSG00000134153	13.444815613	13.4834393719	13.5221665151	13.5997546194	13.6317943074	13.6312668131	13.9126847826	14.0182165212	13.6939144927	13.6049363624	13.5156949181	13.3367999536	13.875623966	13.9055528024	13.8490152753	13.804134048
ENSG00000134056	12.7055830669	12.6693669913	12.6332722285	12.5623901261	12.6631734251	12.4787598505	12.4288564411	12.4073122651	12.5265465325	12.6258127143	12.7252746621	12.9242341658	12.8168275176	12.6678495338	12.5830631318	12.5154768625
ENSG00000159461	8.6232890654	8.6075481729	8.5926721242	8.5675682648	8.0976849109	8.590016469	8.8229797279	8.9674939577	8.7153269354	8.5794054962	8.4431857208	8.1708894158	8.6078799427	8.4626751565	8.588520732	8.7149104741
ENSG00000101596	9.0112782143	9.0500233877	9.0893605382	9.1706099481	8.9929388749	9.0347381674	9.0355573703	9.0311507658	8.5214227778	8.6330597674	8.7435377891	8.9584678206	8.8512219784	8.887490055	8.9352054181	8.9699277765
ENSG00000061455	8.2291467375	8.2686858898	8.3080847107	8.3893312078	7.7691169371	7.7863138363	7.9464285464	8.0786358041	8.5272710873	8.4924791211	8.4576109776	8.3893015244	8.0081897391	7.7830687449	7.8606009044	7.9235152263
ENSG00000075975	10.0311927769	10.098101292	10.1655341629	10.3046526846	10.5655539584	10.4107905912	10.1200169942	9.8891290448	10.1466799811	10.1120403991	10.0770031341	10.006311001	10.526515203	10.3611409958	10.1039495278	9.9007426883
ENSG00000100354	9.1057511574	9.1265540441	9.1475533362	9.1896511466	9.4079187171	9.5757600447	9.5367476232	9.4844009528	9.1695581743	9.1659841544	9.1624740898	9.1568148911	9.5418708185	9.2795994017	9.1789176089	9.1060175081
ENSG00000167968	6.2417572574	6.2430701504	6.2441323147	6.2425355906	5.1424292763	5.6406455982	5.8730174584	6.0205858414	6.0720506492	6.0128020572	5.953460519	5.8328509516	5.9720419407	5.9078212792	5.8538255441	5.8000497476
ENSG00000175029	9.6746444883	9.8783786357	10.0815743166	10.4883519699	10.8381341184	10.5845475319	10.2920493954	10.0695569892	10.2280031217	10.1392453744	10.0504357789	9.8723027609	10.7259516774	10.7279805599	10.7279805599	10.7279805599
ENSG00000116685	11.3968507749	11.3121354126	11.2271003003	11.0557619649	10.8335038413	11.1705944761	11.4585453454	11.6776299416	11.667795596	11.5499184689	11.432003994	11.1954456133	11.2422486852	11.2436437482	11.5655300003	11.6862373448
ENSG00000148795	8.81155363	8.5507394751	8.2865716246	7.7395904715	8.2442629847	8.6804105317	8.5452970061	8.4557625517	9.0738654612	9.1269089955	9.1797113412	9.282439213	9.5580741993	8.9335022024	8.6177526962	8.4115138591
ENSG00000172466	10.1419398949	10.30969718	10.4772927055	10.8128249901	11.1418665691	10.3585829069	10.2210058978	10.0264726615	10.3031919853	10.3576635258	10.4119450138	10.5206965493	10.2332582501	10.1148523338	9.9506426398	9.821007356
ENSG00000166167	7.4618221795	7.5161599319	7.5704203432	7.6780248952	7.3490238538	7.5480583328	7.6682150789	7.751000008	7.4345261715	7.4273127536	7.4198884463	7.405273085	7.7083794149	7.4048784124	7.5131011227	7.536616793
ENSG00000170545	6.1339520969	6.1474796038	6.1610071107	6.1880621245	5.8159973437	6.0491558101	6.1982217185	6.2998044384	6.36957637	6.3744346657	6.3792820801	6.388854187	6.2181767144	6.2017842459	6.1447636705	6.0977126807
ENSG00000013523	7.0021896467	7.1084036631	7.2144726446	7.4259958007	6.8198803642	7.0819591613	7.4096329695	7.6485237338	7.6212508864	7.4707600873	7.3206827562	7.0225848911	7.3365132862	7.0885643481	7.1357000659	7.2040698365
ENSG00000165630	9.792622442	9.7103275703	9.6285701619	9.4657132894	9.2138402422	9.5315054429	9.4357892184	9.3165085327	9.8260864164	9.8444306955	9.8628675627	9.9006567772	9.6233402361	9.5049179481	9.3636342337	9.2535110963
ENSG00000153187	9.9093428345	9.8587779562	9.8082130779	9.7070833213	9.4099139793	9.600024	9.8803702969	10.1002507557	9.9409990862	9.9253878597	9.9097431643	9.8798951163	9.5386306133	9.796205584	9.9772122165	10.106606151
ENSG00000006740	9.0915538903	9.0650364667	9.0382744351	8.9817496744	8.5752962357	8.6763123513	9.0685922601	9.3953931511	8.6153791035	8.6334617593	8.6516398401	8.6885428407	8.0234145486	8.4913221458	8.7900665828	9.0383371549
ENSG00000107185	9.8691769356	9.8512249651	9.8335228827	9.7990936542	10.2818245492	10.02703394	9.8551987054	9.7186062076	9.7544506672	9.7222488097	9.6901955255	9.6270714244	10.2677113925	10.244624397	9.8064531337	9.5354518831
ENSG00000198673	9.2443345664	9.2063399105	9.1685752256	9.0932050885	8.6184140386	8.6716764115	8.8702595823	9.0328771501	8.8690696513	8.8332575551	8.796946192	8.7234142629	8.2999592202	8.4423970617	8.6291852979	8.7679795446
ENSG00000067369	10.5081827176	10.5485734643	10.5893817467	10.6731092038	11.2709457099	11.0557381019	11.0116779336	10.9542069982	10.5520595733	10.5010687038	10.4498605626	10.347693595	10.9056439876	10.9934969023	10.9160391496	10.8439599517
ENSG00000197713	10.1291372826	9.9910292151	9.8529563634	9.5742552539	9.3310021216	9.8309493486	9.9829665036	10.0611384031	10.0096206543	9.9694960163	9.9302614823	9.8536512921	9.7580922168	9.7693529639	9.8023650747	9.8150572235
ENSG00000196670	10.5166766137	10.6120837731	10.7076079651	10.8989041006	10.6859014914	10.7725409642	10.9015602801	11.0045118296	10.6352598285	10.7484764336	10.861355349	11.0868945764	10.7167440199	10.9111143612	10.8871406434	10.8452322095
ENSG00000172115	12.6884530173	12.8133490052	12.9386191989	13.1927652313	12.908064356	12.8327477265	12.8670330538	12.8870196214	12.9641078177	12.8883967505	12.8123220466	12.6591687194	12.898517375	12.9236643612	12.9024850256	12.8956287372
ENSG00000203930	5.9904576422	5.9349762961	5.8775506367	5.7515984522	5.3922347035	5.4761175202	5.3727966559	5.2739681019	3.4047348676	3.9927630175	4.5790013996	5.7439082588	5.4544626906	5.5312061097	5.5980957823	5.6437168113
ENSG00000172927	6.7269763393	6.7955069154	6.8632263013	6.997062958	6.8889435749	7.0334245982	7.2077519793	7.3425535203	7.2566587199	7.2141493334	7.171566909	7.0855422659	7.6341958586	7.3809590238	7.2030437216	7.0818845794
ENSG00000145779	10.6570300463	10.6807863404	10.7048216373	10.7532196695	10.9145556331	10.6982423537	10.4299562204	10.2212289718	10.5173769517	10.6703692816	10.8234624124	11.1295205529	9.9360661411	10.0132696968	10.1185937252	10.2011173048
ENSG00000254505	11.9532623392	11.9561697808	11.9589909469	11.9631266876	11.577344521	12.0760706672	12.1131960408	12.1183514067	11.8935122189	11.8217386995	11.7502078033	11.6073981451	12.4041444273	12.1612273245	11.967200839	11.8287022156
ENSG00000107669	7.4740169634	7.4606919633	7.4466418468	7.4176501438	8.3884164166	8.0456801075	7.8952715272	7.8005072439	7.3230751843	7.4437244526	7.5639515769	7.8035818499	7.4382059763	7.900730583	7.9898778333	8.013521673
ENSG00000230505	7.0605937035	6.864508037	6.6681712699	6.2753451732	6.2570947729	6.5947963001	6.3425079854	6.2372145419	6.7088290723	6.8221254151	6.9353244686	7.1601537585	7.3744413172	6.8642055922	6.4448452677	6.1433674264
ENSG00000165028	5.5062397274	5.5396577719	5.5730211261	5.6391145993	4.973203028	5.0662938293	5.4876754154	5.7568621302	5.4062856145	5.3479315473	5.2874987325	5.1557140026	4.5968443431	5.0500258608	5.3420512815	5.5496098448
ENSG00000182552	6.5430800994	6.6870526277	6.8303696199	7.1191481011	6.4409638017	6.2602985112	6.2445635931	6.2324348527	6.6829638664	6.5398016534	6.3957158461	6.1038470269	6.0261124975	6.2917340747	6.3617090876	6.3955014256
ENSG00000182362	9.7121426493	9.6762314068	9.6408485388	9.5719011909	9.1489837395	9.5826264609	9.8839570038	10.0994812936	9.7930982971	9.7899322449	9.786873259	9.7798308223	10.2458961583	10.2211777847	10.2688642786	10.3143169957
ENSG00000151743	5.1760043965	5.3240280976	5.4730275651	5.7762390879	5.2585100042	5.6181662779	6.1430865893	6.513099094	5.5564224798	5.5007488379	5.4423308554	5.3108628617	4.7079756866	5.8340410678	6.3231473958	6.6205425836
ENSG00000198218	10.4593304201	10.4924309563	10.5258523978	10.5951678439	10.7133051086	10.5470445987	10.5271367857	10.5289342033	10.7811880862	10.7118605007	10.6428159843	10.5059255735	10.6914663546	10.5849525994	10.5561925671	10.5423991637
ENSG00000088280	8.6486059706	8.6437122463	8.6389014431	8.630149029	8.3727317811	8.4598732404	8.5231365397	8.5664471875	8.3759455369	8.3620054498	8.3481937325	8.3217141285	8.7909793351	8.5567748098	8.3619672926	8.2212467641
ENSG00000179168	9.2009889005	8.9957799514	8.7889021816	8.3650139495	8.0098077349	8.3060951016	8.5030868415	8.6421629376	8.5350032793	8.5337857894	8.5325682995	8.5301333198	8.4452103197	8.7031496226	8.9578073711	9.1484540183
ENSG00000148143	10.5760312402	10.614615238	10.6534682638	10.7314095607	11.1445073498	10.7534813035	10.4169097794	10.1719369523	9.4630906177	9.8771892467	10.2887773017	11.093316258	9.39113714	10.0587686495	10.0637941332	10.0008014451
ENSG00000085511	7.4731741218	7.5163817803	7.559719929	7.6478465787	7.3345196182	7.2430288973	7.2943743586	7.3517162614	7.2763578178	7.2833738205	7.2900075108	7.3035316248	7.0359757836	7.1323215866	7.2345672224	7.3105718902
ENSG00000108384	11.7953335132	11.7922134702	11.7896964252	11.7866095919	11.8491055315	11.5604587373	11.6018837737	11.6653742332	11.7006757736	11.7573042109	11.814047217	11.9294871358	11.4469573312	11.4947053781	11.6637450291	11.7934427259
ENSG00000174442	10.0795027857	10.142299062	10.2050234122	10.3337693443	10.5298867965	10.4346214029	10.1553748648	9.9235786055	10.243028572	10.1341412579	10.0251556817	9.8079649608	10.5932110543	10.376070993	10.1325093805	9.9496727179
ENSG00000154553	8.1191132252	8.1037780744	8.0887696139	8.0586148441	7.866179221	7.8656146087	7.8946440731	7.9055301223	8.3497053242	8.2523407669	8.1549263788	7.9602532512	8.6911140436	8.2623534485	8.1390729985	8.0032027994
ENSG00000013306	12.7182893836	12.6670876483	12.6150352868	12.506434079	12.200327974	12.5674070837	12.7261125672	12.8219089907	12.7519151005	12.6126357836	12.4733564667	12.1947978328	12.7519151005	12.7822624743	12.8142886167	12.8385788776
ENSG00000225532	7.1606708466	7.2891308646	7.4163931777	7.6685996627	8.4348109067	7.6696805196	7.0500621921	6.5754234391	7.3709895697	7.3677139924	7.3631219569	7.3436770054	7.5442355529	7.6007928619	6.9897963316	6.4636256513
ENSG00000253368	6.4935193449	6.6261936055	6.758979166	7.0293920795	6.6839693507	6.6665833599	6.843145994	6.9500663168	6.7619600778	6.6712005288	6.5804407426	6.3989184966	6.7373232892	6.7652913965	6.8324782438	6.8881236733
ENSG00000161677	5.3903617926	5.4256403817	5.4609185916	5.5314191788	5.2919543191	5.3797965099	5.6413368216	5.8127712156	5.406144488	5.4054199627	5.4043435384	5.3963316255	5.7241992374	5.4125436891	5.6278954828	5.8336150973
ENSG00000072864	11.2030004339	11.282533634	11.3623679911	11.5241952733	11.1961354502	11.0629239333	10.9614509222	10.8901554698	11.0101150881	11.1478269289	11.2850717857	11.5575585364	11.5255692004	11.2752257192	11.1600105795	11.0546752077
ENSG00000173674	13.0129556267	13.0125292156	13.0126815894	13.0153097243	12.9796763904	12.9516238306	13.0639564096	13.1632478218	12.9244954453	12.932700453	12.9409244255	12.9575914859	12.7756490691	12.8917764777	12.9428475519	12.9854644559
ENSG00000163126	6.3238176216	6.3602214889	6.39728553	6.4735186024	5.5522567115	5.8833898919	6.097004656	6.2626026692	5.9929515977	6.0006806371	6.008263232	6.0217614146	5.5474502754	5.891923623	6.0060590727	6.0659246535
ENSG00000136425	7.2777558866	7.1973017179	7.1167512599	6.9544633104	6.3675212985	6.878315189	7.3097061035	7.6315504247	7.061799804	7.0405502751	7.019035926	6.9724037797	6.9773257661	6.7429069411	7.0793190687	7.3766422398
ENSG00000229055	5.2381541616	5.248795099	5.2588241164	5.2773767534	5.1417140821	5.1276864208	5.1925319996	5.2288641599	5.446854323	5.4888975178	5.5309407125	5.615027102	5.446854323	5.3228011297	5.2716203764	5.2341506669
ENSG00000135045	9.8153191998	9.7583936245	9.7016243202	9.5883027478	9.2850056687	9.0118397038	9.5275129437	9.8045241604	9.7315720549	9.7014629988	9.6722149778	9.6198004781	9.043001505	9.3933372487	9.578650134	9.6956453323
ENSG00000140463	10.2345166865	10.2319175034	10.2299113981	10.227851829	10.3463042605	10.0369209945	10.0792480418	10.1501630882	9.8866492004	9.900082884	9.9133610497	9.9409304023	9.9411488393	10.0210662378	9.989205094	9.9526558674
ENSG00000171695	12.0088109607	11.6337369025	11.2586628443	10.5085147279	10.9584573231	11.1108024705	11.3310059024	11.502487332	11.0921353672	11.168606904	11.2450784409	11.3980215145	11.7707963497	11.7952376551	11.8061733108	11.8140688349
ENSG00000100526	11.4092766109	11.3835912836	11.3579407191	11.3070438061	10.9466556944	10.8828487346	10.8266416045	10.7858164208	11.4540653864	11.3701459844	11.2862859233	11.1195622763	11.5437216165	11.2059341551	10.9515397713	10.7711192973
ENSG00000126012	9.0222142398	8.8970024002	8.7722731047	8.5227018185	8.7117472717	9.0381417442	9.0384437647	9.0104065758	8.7997669374	8.7526025915	8.7060376037	8.6169109109	9.1506262722	8.9563210897	8.9326207953	8.9379208947
ENSG00000107959	9.5211263395	9.5905547286	9.6593009866	9.797011118	9.2765230207	9.6287279929	9.7350959449	9.7926982699	9.9408477501	9.7575691516	9.5732963714	9.2005910861	9.9427223232	10.1150523244	9.9260470473	9.849694123
ENSG00000220702	6.2443421055	6.2946355505	6.345879475	6.4544567938	5.4629084947	5.7885915816	6.1239837673	6.374694136	6.4814987053	6.4940237661	6.5056545487	6.52222643	5.6812111915	6.047642749	6.3906731487	6.6512620549
ENSG00000016391	6.644378939	6.6481560342	6.6519262553	6.659898597	6.0509448608	6.3446962614	6.7139087654	6.9998206254	6.8669427716	6.7494787092	6.6319252064	6.3962284863	6.3532148204	6.5843774583	6.8037875816	6.9666950667
ENSG00000175279	11.1827221088	11.1670661972	11.151358716	11.1193272811	11.0134842009	11.136110107	11.3299148392	11.4827812697	11.1489968636	11.0972923524	11.0455290231	10.9426294939	10.9367435212	11.1245235621	11.2820495704	11.3955534904
ENSG00000148498	9.7286038202	9.7315026264	9.7344134608	9.7403527175	9.8112237519	9.8064872482	10.0092286871	10.1318800838	9.6308112482	9.6462678161	9.6619726998	9.6956270214	10.115349192	9.9507227288	10.0208052576	10.0567733468
ENSG00000228278	5.8135308262	5.7482849197	5.6828028193	5.5519901152	5.849880404	5.7656095917	6.0313786345	6.260718372	6.1144742283	5.932180798	5.749314411	5.3788394746	5.8802936979	5.9022559176	5.9551855815	5.997840964
ENSG00000166582	8.4361497406	8.4145593538	8.3926688483	8.3468938036	7.6751985446	7.6319752998	7.5887353632	7.5563054108	8.6722530443	8.4215772061	8.1708961057	7.669526941	7.4331439078	7.7152330611	7.9875887307	8.1904401701
ENSG00000167113	8.6494815009	8.6126374056	8.5752112095	8.4974430868	8.7973442053	9.0079143319	9.113337951	9.1805411444	8.8283793189	8.7109585488	8.5936047108	8.3596680731	9.167027265	9.0881706459	9.0302376353	8.9900292736
ENSG00000204086	7.048396483	7.0120013966	6.9726277772	6.8846767223	7.3787122478	7.3123677059	7.3755491934	7.4790453391	6.6744991194	6.5480644223	6.420366203	6.1503494335	7.6451736099	7.3320640125	7.2175550172	7.1490993598
ENSG00000100368	5.859177403	5.7895332167	5.7198497067	5.5800457545	5.4050549924	5.6863401651	5.7217585972	5.7779914246	5.8237741225	5.8646485688	5.905523015	5.9872719074	5.8612894407	5.8363867018	5.8149719233	5.799212159
ENSG00000158480	6.0114707409	6.2407166554	6.4699657926	6.9284990956	5.8705874208	6.2080886854	6.1555538315	6.1715889681	6.0695834794	5.9759922223	5.8803536152	5.6796737713	5.6602138595	5.6831573154	5.8112181137	5.9162718026
ENSG00000049656	13.1752000037	13.2905908408	13.4059598013	13.6379234402	13.3439138476	13.4608512599	13.534168309	13.5856372144	13.5154235819	13.4134439389	13.3108626091	13.1050920998	13.4130281518	13.3580610178	13.363649655	13.3741134239
ENSG00000188522	10.8733201824	10.8356600083	10.7975036854	10.7166757863	10.6950033237	11.1243192267	11.0323995987	10.9058672474	10.7329061691	10.8811960135	11.0297283227	11.3286261411	11.2259540539	10.9487455541	10.7980904508	10.6929621091
ENSG00000197766	12.2800266704	12.173843735	12.0669499289	11.8473313533	11.6327822704	11.7845343421	12.077867158	12.3097429569	11.9868850482	12.0256550736	12.0644270232	12.1415855989	11.8591167159	11.8397009666	12.0444830936	12.2268032184
ENSG00000135378	6.9644626543	6.9645811242	6.9656490451	6.9749875634	6.8559508911	6.3851934289	6.6490568606	6.9237008777	6.8938153861	6.8776877327	6.8617901403	6.8315323064	6.06042124	5.9789709758	5.8984209781	5.8380084798
ENSG00000221914	10.6628047837	10.7667323496	10.870725617	11.0790211442	11.2092190536	10.7983043675	10.842890792	10.812201556	10.8456225985	10.7844806596	10.7231279156	10.6007537187	10.7702548281	10.8709801525	10.7446795891	10.6267528708
ENSG00000085224	10.5018668087	10.4406686629	10.3796251748	10.2580165213	10.4689468618	10.4534357864	10.4950165515	10.5179224187	10.2297299439	10.2705410356	10.3110284361	10.3926703594	10.1881201482	10.3503096921	10.3520725036	10.3382178718
ENSG00000167264	7.5011362696	7.545038676	7.5902932921	7.6878274108	7.4381154891	7.1868165809	7.2673154318	7.3604564776	7.9034586683	7.77038577	7.6373128717	7.371167075	7.1573607734	7.3440055192	7.5707959783	7.7453096717
ENSG00000100836	13.2122201368	13.2325193403	13.252811169	13.2942263111	12.9533171973	12.9057956138	12.9819316112	13.0467595248	13.3322610424	13.2522134029	13.1726689944	13.0159746611	13.159889086	13.1117995201	13.1036529247	13.0937006425
ENSG00000143420	9.4077720745	9.3933039357	9.3790460343	9.349353047	8.9020062436	8.7186101489	8.8612621146	8.993487746	9.2860431308	9.344390033	9.4027684675	9.51948359	9.0123277074	9.3274043047	9.2931495193	9.3175073984
ENSG00000168026	7.8827378739	7.9395831731	7.9966176955	8.1107524786	8.7846946173	8.7095966269	8.1146602195	7.7416874489	7.7248089688	7.8540035979	7.9837144589	8.2465135905	8.2086496405	8.2941017719	7.7376159561	7.4122261757
ENSG00000172671	5.5856109539	5.7087158321	5.8321894487	6.0806128416	5.9058607074	5.9069933842	5.8672890883	5.8335751095	5.3625142494	5.4852364385	5.6062793753	5.8405861135	5.1868349078	5.5182986657	5.7264547308	5.8737569353
ENSG00000134262	8.0605680089	8.1167926287	8.1737843335	8.2909497979	8.53829685	8.4201788509	8.2448218576	8.1023468956	8.1110738485	8.0891893571	8.0672858866	8.024243057	8.4052204965	8.4462494424	8.3389269507	8.241461637
